Product Type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Timestamp
Blush,SKU-1044,34.13,In Stock,19,648.02,Adult,228,9,14,10,UPS,7.32,Supplier B,Mexico,1139,14,2937.8,Pass,0.0163,Air,Route-11,6985.47,2024-06-13
Foundation,SKU-1000,57.25,Out of Stock,27,3495.8,Teen,235,6,99,6,UPS,49.13,Supplier B,USA,3065,2,1604.99,Pass,0.0212,Sea,Route-10,1789.73,2024-06-13
Blush,SKU-1005,39.39,Pre-Order,21,1008.19,Senior,257,2,35,7,DHL,17.06,Supplier A,India,5396,18,4275.39,Fail,0.0206,Road,Route-28,8483.11,2024-06-13
Blush,SKU-1049,68.74,In Stock,19,1279.13,Senior,34,7,45,6,FedEx,40.47,Supplier B,China,7219,17,4853.67,Fail,0.031,Road,Route-16,5467.69,2024-06-13
Mascara,SKU-1003,66.55,Pre-Order,18,1219.35,Teen,357,13,8,4,DHL,5.79,Supplier A,Germany,7940,20,4063.43,Fail,0.1318,Sea,Route-19,2097.56,2024-06-13
Lipstick,SKU-1026,29.52,In Stock,13,902.51,Senior,241,4,60,7,DHL,22.46,Supplier C,Mexico,5090,22,2984.46,Pass,0.0448,Road,Route-38,9273.65,2024-06-13
Foundation,SKU-1005,39.39,Pre-Order,25,2213.09,Adult,125,4,95,10,DHL,46.13,Supplier A,USA,5225,23,1646.89,Pass,0.0401,Air,Route-11,8251.18,2024-06-13
Eyeliner,SKU-1036,18.64,Pre-Order,23,460.46,Adult,393,14,15,2,FedEx,18.47,Supplier C,China,3513,14,559.49,Pass,0.0097,Road,Route-32,1534.28,2024-06-13
Eyeliner,SKU-1044,34.13,Pre-Order,17,586.35,Senior,199,1,45,9,USPS,28.47,Supplier C,Germany,9069,11,1382.19,Fail,0.0444,Road,Route-22,9579.5,2024-06-13
Foundation,SKU-1011,75.45,Out of Stock,27,4627.17,Teen,199,9,73,10,UPS,37.04,Supplier B,China,2774,10,4035.28,Pass,0.0072,Air,Route-34,2663.12,2024-06-13
Eyeliner,SKU-1034,11.27,In Stock,14,165.1,Senior,248,3,38,7,USPS,40.85,Supplier A,China,9556,10,2777.18,Pass,0.0125,Road,Route-47,1505.61,2024-06-13
Blush,SKU-1037,12.42,Pre-Order,20,218.49,Teen,328,5,37,6,FedEx,23.22,Supplier B,Germany,7928,16,991.12,Fail,0.0335,Sea,Route-21,1140.66,2024-06-13
Foundation,SKU-1010,93.49,In Stock,13,1930.26,Teen,24,6,83,6,DHL,33.56,Supplier C,Mexico,2327,30,1927.7,Fail,0.0367,Sea,Route-44,4925.94,2024-06-13
Eyeliner,SKU-1006,26.84,In Stock,12,435.78,Senior,306,7,5,9,USPS,10.41,Supplier B,Mexico,5419,10,3354.04,Fail,0.0136,Road,Route-50,2405.26,2024-06-13
Eyeliner,SKU-1042,27.26,Pre-Order,18,716.51,Adult,114,13,2,9,FedEx,16.66,Supplier C,USA,4337,8,2985.42,Fail,0.0305,Sea,Route-7,9821.44,2024-06-13
Lipstick,SKU-1026,29.52,Pre-Order,23,1109.08,Adult,221,1,66,10,DHL,27.29,Supplier C,India,419,7,2358.33,Pass,0.0317,Sea,Route-44,214.42,2024-06-13
Mascara,SKU-1006,26.84,Out of Stock,27,880.15,Adult,404,5,7,2,FedEx,46.06,Supplier C,Mexico,6088,3,3212.54,Pass,0.0535,Sea,Route-10,5793.26,2024-06-13
Lipstick,SKU-1002,22.21,In Stock,21,772.71,Senior,228,8,56,9,FedEx,20.06,Supplier B,China,7517,6,1811.36,Fail,0.0406,Air,Route-4,9360.21,2024-06-13
Eyeliner,SKU-1044,34.13,In Stock,20,803.0,Senior,451,13,33,1,DHL,46.88,Supplier A,Mexico,5871,20,4235.49,Fail,0.0234,Sea,Route-24,500.96,2024-06-13
Lipstick,SKU-1037,12.42,In Stock,12,318.84,Senior,228,3,90,2,USPS,7.02,Supplier A,USA,5233,18,593.1,Pass,0.0108,Road,Route-19,2764.1,2024-06-13
Foundation,SKU-1012,22.79,Pre-Order,14,741.56,Adult,293,12,61,7,UPS,47.79,Supplier B,China,8498,8,1049.4,Pass,0.002,Road,Route-8,5684.87,2024-06-13
Foundation,SKU-1003,66.55,Out of Stock,20,2705.7,Adult,477,1,73,2,FedEx,40.74,Supplier C,Mexico,1344,3,500.81,Fail,0.031,Air,Route-31,8326.18,2024-06-13
Eyeliner,SKU-1006,26.84,Out of Stock,22,747.73,Adult,345,5,27,4,UPS,13.35,Supplier C,India,1459,1,3195.54,Pass,0.0345,Road,Route-4,1894.64,2024-06-13
Foundation,SKU-1005,39.39,In Stock,25,2459.89,Senior,471,3,73,2,FedEx,32.91,Supplier A,Germany,3511,20,4570.87,Fail,0.0297,Sea,Route-31,7594.62,2024-06-13
Mascara,SKU-1049,68.74,In Stock,30,2108.96,Senior,48,1,40,7,DHL,47.93,Supplier B,India,3111,13,3551.96,Pass,0.1133,Air,Route-27,847.27,2024-06-13
Eyeliner,SKU-1028,69.89,In Stock,14,1358.21,Teen,47,12,40,5,FedEx,25.15,Supplier C,India,4658,28,1236.86,Pass,0.0097,Air,Route-42,8534.25,2024-06-13
Mascara,SKU-1048,61.2,Out of Stock,13,664.18,Teen,354,11,43,4,DHL,16.09,Supplier C,Mexico,7100,28,4866.5,Fail,0.0595,Road,Route-10,1470.25,2024-06-13
Lipstick,SKU-1032,73.53,Out of Stock,11,1750.31,Senior,242,4,85,8,UPS,25.75,Supplier B,India,4163,10,3547.88,Pass,0.0461,Road,Route-7,4384.14,2024-06-13
Mascara,SKU-1043,95.24,Out of Stock,24,2684.66,Senior,196,4,21,3,FedEx,35.0,Supplier B,India,846,19,2296.74,Fail,0.0644,Air,Route-42,4256.71,2024-06-13
Lipstick,SKU-1025,65.65,Out of Stock,22,3024.73,Senior,121,2,98,6,FedEx,26.85,Supplier C,India,6848,3,2053.9,Fail,0.0008,Road,Route-46,7147.35,2024-06-13
Eyeliner,SKU-1000,57.25,Pre-Order,12,659.2,Senior,74,13,33,3,DHL,8.51,Supplier A,USA,7321,6,4347.7,Fail,0.0076,Air,Route-26,2813.56,2024-06-13
Lipstick,SKU-1017,16.21,In Stock,26,774.85,Teen,177,1,54,5,USPS,45.3,Supplier C,India,8544,5,2323.51,Pass,0.0405,Road,Route-50,3392.07,2024-06-13
Lipstick,SKU-1040,27.8,Pre-Order,23,1214.84,Teen,366,1,97,4,USPS,41.04,Supplier C,India,7177,14,1026.18,Pass,0.0177,Air,Route-25,5372.08,2024-06-13
Eyeliner,SKU-1022,68.05,Out of Stock,10,731.31,Adult,271,14,36,4,UPS,18.61,Supplier A,India,1585,7,2444.15,Fail,0.0076,Air,Route-30,8303.87,2024-06-13
Lipstick,SKU-1048,61.2,Pre-Order,19,2184.91,Adult,477,10,56,8,FedEx,14.92,Supplier B,USA,2269,20,795.33,Fail,0.0261,Sea,Route-34,3103.91,2024-06-13
Blush,SKU-1047,95.61,In Stock,11,1288.42,Teen,459,11,45,6,DHL,12.6,Supplier C,Germany,6837,5,1319.65,Pass,0.0057,Road,Route-19,9369.86,2024-06-13
Mascara,SKU-1034,11.27,In Stock,16,225.25,Senior,38,14,46,9,UPS,18.59,Supplier C,USA,415,8,4247.48,Pass,0.0722,Road,Route-49,7955.99,2024-06-13
Mascara,SKU-1001,90.71,In Stock,24,2274.47,Senior,20,9,42,8,USPS,10.02,Supplier C,Mexico,8215,30,694.7,Fail,0.0595,Air,Route-8,8427.65,2024-06-13
Foundation,SKU-1016,44.94,Pre-Order,21,1730.28,Senior,334,9,55,7,DHL,45.88,Supplier A,USA,3475,28,1758.61,Fail,0.0225,Sea,Route-1,8708.96,2024-06-13
Blush,SKU-1008,53.77,Pre-Order,22,1272.01,Senior,469,5,34,9,UPS,43.06,Supplier C,India,8734,13,2183.43,Fail,0.0011,Air,Route-21,4312.96,2024-06-13
Lipstick,SKU-1036,18.64,In Stock,30,1110.48,Adult,365,7,55,8,UPS,23.4,Supplier B,China,1925,30,3204.68,Pass,0.0127,Air,Route-10,2225.63,2024-06-13
Eyeliner,SKU-1020,83.16,In Stock,26,2668.47,Senior,23,14,18,8,USPS,8.57,Supplier B,Mexico,5260,18,2439.87,Fail,0.0119,Road,Route-39,8163.67,2024-06-13
Foundation,SKU-1018,43.23,Pre-Order,11,719.73,Teen,91,11,52,5,FedEx,16.45,Supplier C,Germany,3620,5,3636.29,Pass,0.0149,Road,Route-48,9198.61,2024-06-13
Foundation,SKU-1037,12.42,Out of Stock,10,251.1,Senior,366,7,94,1,DHL,37.72,Supplier B,Germany,6862,29,2011.33,Pass,0.0487,Air,Route-16,3291.04,2024-06-13
Blush,SKU-1046,55.69,Out of Stock,10,775.94,Teen,215,3,15,5,USPS,28.82,Supplier C,USA,9405,14,1691.76,Fail,0.028,Road,Route-16,769.72,2024-06-13
Eyeliner,SKU-1036,18.64,Pre-Order,22,394.79,Adult,175,5,5,6,USPS,22.48,Supplier B,Germany,5844,20,2115.74,Pass,0.0449,Sea,Route-1,3939.38,2024-06-13
Mascara,SKU-1049,68.74,Out of Stock,29,2722.9,Teen,182,12,18,6,FedEx,46.19,Supplier B,India,1035,26,3132.78,Pass,0.1677,Sea,Route-12,2606.46,2024-06-13
Foundation,SKU-1045,57.87,In Stock,18,2119.23,Adult,253,2,67,9,UPS,34.72,Supplier A,India,7147,29,921.7,Pass,0.0287,Air,Route-34,861.8,2024-06-13
Foundation,SKU-1043,95.24,In Stock,29,4561.64,Adult,163,12,91,5,UPS,18.29,Supplier A,China,3035,30,1335.93,Fail,0.0346,Road,Route-13,2715.11,2024-06-13
Eyeliner,SKU-1016,44.94,Pre-Order,11,550.96,Teen,497,7,13,10,DHL,28.06,Supplier C,Mexico,5726,23,2416.66,Fail,0.0363,Sea,Route-17,6720.61,2024-06-13
Lipstick,SKU-1021,24.69,Out of Stock,11,559.05,Adult,145,12,62,6,USPS,42.47,Supplier A,India,1610,29,846.61,Pass,0.0326,Air,Route-46,5994.9,2024-06-13
Foundation,SKU-1014,74.37,Out of Stock,10,1572.83,Adult,286,6,67,2,USPS,37.66,Supplier B,Germany,9976,17,4826.55,Pass,0.0051,Sea,Route-20,4691.99,2024-06-13
Mascara,SKU-1035,92.43,Out of Stock,16,1819.5,Adult,427,8,49,10,DHL,46.14,Supplier A,Germany,1689,14,4537.73,Fail,0.1108,Sea,Route-50,7458.62,2024-06-13
Foundation,SKU-1041,41.44,Out of Stock,27,2487.03,Adult,146,1,81,3,USPS,25.83,Supplier A,India,4708,11,1806.08,Fail,0.0117,Air,Route-34,3731.28,2024-06-13
Lipstick,SKU-1023,21.71,Out of Stock,15,708.63,Senior,76,1,97,3,DHL,31.58,Supplier B,Germany,1422,13,2032.87,Pass,0.0138,Air,Route-44,2363.59,2024-06-13
Lipstick,SKU-1047,95.61,Pre-Order,11,2112.26,Teen,126,14,58,7,FedEx,31.39,Supplier B,USA,471,23,4011.26,Pass,0.0311,Air,Route-34,3779.59,2024-06-13
Blush,SKU-1021,24.69,In Stock,11,246.51,Teen,231,2,18,6,DHL,45.67,Supplier B,India,1475,8,4205.97,Fail,0.0322,Sea,Route-36,6147.5,2024-06-13
Mascara,SKU-1025,65.65,In Stock,20,1579.14,Teen,398,3,35,8,FedEx,45.22,Supplier C,USA,884,29,4889.26,Pass,0.1245,Road,Route-2,2048.87,2024-06-13
Eyeliner,SKU-1006,26.84,In Stock,11,414.72,Teen,493,9,22,4,DHL,7.83,Supplier B,China,2146,3,2999.21,Fail,0.0267,Sea,Route-21,5350.63,2024-06-13
Blush,SKU-1047,95.61,In Stock,23,2390.65,Adult,62,5,3,7,FedEx,23.79,Supplier C,USA,490,13,1710.79,Fail,0.0392,Road,Route-20,9793.22,2024-06-13
Blush,SKU-1030,32.56,Out of Stock,29,1007.59,Senior,213,11,4,1,DHL,19.84,Supplier A,Mexico,6734,10,4795.71,Pass,0.045,Air,Route-39,8610.69,2024-06-13
Foundation,SKU-1025,65.65,Out of Stock,15,1941.57,Senior,155,9,81,7,USPS,48.27,Supplier B,Mexico,8520,22,2864.29,Fail,0.0233,Air,Route-44,8767.28,2024-06-13
Lipstick,SKU-1029,67.32,Out of Stock,29,3773.87,Senior,454,6,96,6,USPS,35.67,Supplier A,USA,5846,5,4725.64,Pass,0.0175,Road,Route-23,9783.47,2024-06-13
Eyeliner,SKU-1006,26.84,Pre-Order,13,299.52,Adult,265,6,23,3,USPS,16.83,Supplier C,Germany,9809,11,3773.23,Pass,0.0453,Air,Route-33,5104.97,2024-06-13
Mascara,SKU-1020,83.16,Pre-Order,25,2402.1,Senior,61,6,4,4,USPS,45.28,Supplier A,China,9929,11,4954.04,Pass,0.1273,Air,Route-27,134.72,2024-06-13
Blush,SKU-1036,18.64,Out of Stock,24,461.94,Adult,21,9,40,1,UPS,26.52,Supplier A,India,3623,26,943.05,Fail,0.0145,Road,Route-29,3566.02,2024-06-13
Foundation,SKU-1004,66.7,Pre-Order,30,3435.56,Teen,147,2,53,8,UPS,11.29,Supplier C,USA,8566,27,2553.57,Pass,0.0465,Air,Route-34,2464.8,2024-06-13
Blush,SKU-1010,93.49,In Stock,23,2988.74,Teen,401,7,46,2,FedEx,16.69,Supplier A,China,440,7,880.38,Pass,0.0397,Sea,Route-39,9623.69,2024-06-13
Blush,SKU-1011,75.45,Pre-Order,24,1690.78,Teen,93,13,27,10,UPS,38.79,Supplier B,Germany,3973,24,852.75,Pass,0.0302,Sea,Route-5,1659.87,2024-06-13
Blush,SKU-1022,68.05,Out of Stock,22,2244.11,Senior,354,14,6,4,UPS,22.8,Supplier B,Mexico,3733,10,4883.69,Fail,0.0272,Sea,Route-44,4101.54,2024-06-13
Blush,SKU-1038,95.23,In Stock,24,3070.55,Senior,466,6,17,2,USPS,47.53,Supplier B,Mexico,7751,30,4766.83,Fail,0.0237,Sea,Route-49,1113.8,2024-06-13
Lipstick,SKU-1010,93.49,Out of Stock,19,3582.16,Senior,397,7,87,7,UPS,16.49,Supplier C,China,8876,29,4465.09,Fail,0.0249,Sea,Route-41,4307.42,2024-06-13
Mascara,SKU-1037,12.42,In Stock,27,358.59,Adult,224,5,27,10,DHL,18.03,Supplier C,India,9577,13,2685.73,Pass,0.0783,Road,Route-24,4736.0,2024-06-13
Mascara,SKU-1008,53.77,Out of Stock,15,1205.96,Senior,128,14,45,1,FedEx,33.44,Supplier A,Germany,3172,27,4621.31,Pass,0.1624,Sea,Route-13,9679.41,2024-06-13
Lipstick,SKU-1003,66.55,Pre-Order,27,3609.59,Teen,452,7,83,6,USPS,7.95,Supplier B,USA,8162,1,3147.62,Pass,0.0112,Road,Route-3,3720.43,2024-06-13
Lipstick,SKU-1039,80.91,Out of Stock,15,2985.52,Senior,469,2,64,1,DHL,43.69,Supplier A,China,4684,12,716.38,Pass,0.0235,Air,Route-16,5615.53,2024-06-13
Foundation,SKU-1044,34.13,Pre-Order,24,1562.27,Adult,458,1,81,6,DHL,36.06,Supplier A,Germany,7093,10,4932.75,Fail,0.0161,Sea,Route-6,6336.88,2024-06-13
Mascara,SKU-1010,93.49,In Stock,26,2351.23,Adult,348,6,17,7,DHL,39.64,Supplier A,China,3685,4,1901.47,Fail,0.1636,Sea,Route-28,7907.84,2024-06-13
Eyeliner,SKU-1025,65.65,Pre-Order,11,1009.65,Senior,443,8,25,7,USPS,27.98,Supplier C,USA,8528,5,2571.49,Pass,0.0459,Road,Route-35,1740.44,2024-06-13
Blush,SKU-1036,18.64,Pre-Order,22,519.83,Adult,324,7,42,4,DHL,5.98,Supplier A,India,458,5,3969.51,Fail,0.0137,Road,Route-30,5408.04,2024-06-13
Foundation,SKU-1017,16.21,Out of Stock,12,386.4,Senior,403,8,72,7,USPS,31.43,Supplier A,Germany,5750,22,3056.3,Pass,0.0042,Sea,Route-47,8420.41,2024-06-13
Blush,SKU-1020,83.16,In Stock,24,1835.65,Senior,324,4,4,2,FedEx,42.88,Supplier A,China,4298,5,3466.41,Fail,0.0372,Air,Route-14,9670.23,2024-06-13
Foundation,SKU-1046,55.69,Pre-Order,18,1611.72,Senior,439,2,60,8,USPS,42.21,Supplier B,Mexico,2205,25,3709.15,Pass,0.0197,Air,Route-35,483.49,2024-06-13
Foundation,SKU-1025,65.65,Out of Stock,18,1799.35,Senior,190,1,72,5,FedEx,13.85,Supplier C,China,597,13,4083.46,Fail,0.0448,Sea,Route-7,5382.03,2024-06-13
Foundation,SKU-1043,95.24,In Stock,13,2803.11,Senior,252,10,88,1,FedEx,45.45,Supplier C,USA,9298,4,2170.24,Fail,0.0487,Sea,Route-42,665.18,2024-06-13
Foundation,SKU-1023,21.71,Pre-Order,30,1110.83,Senior,500,9,64,10,UPS,33.72,Supplier C,USA,2701,5,2338.18,Pass,0.0025,Sea,Route-40,4387.64,2024-06-13
Foundation,SKU-1024,80.89,In Stock,30,5667.72,Teen,290,1,83,1,FedEx,27.2,Supplier A,USA,8975,9,1272.99,Pass,0.0332,Sea,Route-6,4544.61,2024-06-13
Blush,SKU-1021,24.69,Pre-Order,16,487.17,Senior,140,5,50,9,UPS,7.75,Supplier C,USA,3529,3,4530.71,Fail,0.0166,Road,Route-24,4406.45,2024-06-13
Mascara,SKU-1001,90.71,Pre-Order,26,2350.49,Senior,339,3,38,5,USPS,5.38,Supplier A,Germany,7766,22,712.53,Pass,0.1449,Road,Route-16,632.76,2024-06-13
Foundation,SKU-1018,43.23,Pre-Order,12,1106.49,Adult,28,5,96,1,USPS,28.58,Supplier A,Germany,8756,21,3576.86,Pass,0.0339,Road,Route-4,6595.56,2024-06-13
Blush,SKU-1021,24.69,In Stock,25,885.37,Adult,340,8,14,8,FedEx,39.99,Supplier C,India,2282,1,4042.46,Pass,0.0366,Sea,Route-23,3506.38,2024-06-13
Foundation,SKU-1000,57.25,Out of Stock,30,2941.07,Senior,370,6,92,4,UPS,38.12,Supplier B,Mexico,1885,9,4609.98,Pass,0.012,Air,Route-20,2060.17,2024-06-13
Foundation,SKU-1029,67.32,In Stock,20,2955.7,Adult,333,12,93,1,DHL,30.08,Supplier B,China,6045,19,3826.88,Fail,0.0259,Road,Route-30,2554.38,2024-06-13
Mascara,SKU-1017,16.21,Out of Stock,17,322.05,Teen,422,3,28,8,DHL,19.84,Supplier A,Mexico,8766,20,2409.6,Pass,0.0785,Sea,Route-35,4791.76,2024-06-13
Foundation,SKU-1029,67.32,Pre-Order,20,2745.52,Teen,279,12,62,4,FedEx,35.88,Supplier A,Germany,9722,9,1052.19,Fail,0.0469,Sea,Route-16,547.2,2024-06-13
Foundation,SKU-1036,18.64,Out of Stock,10,345.75,Senior,358,9,92,1,USPS,43.5,Supplier B,China,9636,24,1930.3,Pass,0.0291,Road,Route-42,8670.63,2024-06-13
Blush,SKU-1004,66.7,In Stock,11,987.6,Senior,459,4,49,5,UPS,12.07,Supplier B,China,9921,28,4706.16,Fail,0.0467,Air,Route-5,9611.01,2024-06-13
Mascara,SKU-1023,21.71,Out of Stock,27,634.37,Senior,463,14,5,2,UPS,47.19,Supplier C,China,1422,29,2082.1,Fail,0.1423,Road,Route-46,9453.06,2024-06-13
Lipstick,SKU-1020,83.16,Pre-Order,25,5052.48,Teen,106,1,52,3,DHL,34.77,Supplier A,Mexico,2216,14,3656.98,Pass,0.0423,Road,Route-13,4438.94,2024-06-13
Foundation,SKU-1000,57.25,Pre-Order,24,2498.83,Adult,170,10,78,6,USPS,36.78,Supplier C,China,4522,26,4952.21,Fail,0.0383,Road,Route-46,5258.79,2024-06-13
Lipstick,SKU-1004,66.7,Out of Stock,16,2616.72,Adult,307,5,76,3,UPS,36.69,Supplier C,Germany,9181,4,4491.15,Fail,0.0177,Road,Route-24,9998.57,2024-06-13
Lipstick,SKU-1044,34.13,Out of Stock,23,1849.67,Teen,358,13,54,2,DHL,40.04,Supplier B,Mexico,3218,8,1193.86,Pass,0.0423,Sea,Route-37,9567.46,2024-06-13
Lipstick,SKU-1038,95.23,In Stock,10,1696.0,Senior,210,9,77,2,USPS,37.44,Supplier B,India,3475,14,1055.92,Pass,0.0087,Sea,Route-35,2955.81,2024-06-13
Blush,SKU-1009,61.93,Pre-Order,23,1174.4,Senior,370,2,18,3,FedEx,24.02,Supplier C,China,2960,7,2876.85,Pass,0.0363,Road,Route-8,525.91,2024-06-13
Mascara,SKU-1003,66.55,Pre-Order,19,1511.6,Senior,175,8,45,6,FedEx,20.89,Supplier A,China,1924,11,2275.81,Fail,0.1632,Sea,Route-24,4245.4,2024-06-13
Foundation,SKU-1023,21.71,Pre-Order,10,359.83,Adult,226,3,100,7,UPS,38.8,Supplier A,USA,4603,17,4726.98,Fail,0.0406,Sea,Route-22,2202.0,2024-06-13
Blush,SKU-1027,24.1,Out of Stock,14,356.25,Teen,139,4,37,10,FedEx,36.56,Supplier C,USA,5604,26,4100.15,Fail,0.0456,Sea,Route-34,2263.76,2024-06-13
Mascara,SKU-1007,10.24,Pre-Order,16,194.82,Senior,327,5,37,4,UPS,7.47,Supplier A,Mexico,4413,5,3742.25,Pass,0.1041,Sea,Route-40,8087.71,2024-06-13
Mascara,SKU-1015,76.71,Out of Stock,15,1466.68,Teen,486,9,21,6,FedEx,26.6,Supplier A,USA,6557,19,4667.17,Pass,0.1433,Road,Route-26,8106.05,2024-06-13
Mascara,SKU-1021,24.69,Pre-Order,12,435.9,Adult,342,8,37,4,USPS,24.89,Supplier C,USA,7699,9,3856.74,Fail,0.0793,Sea,Route-50,942.91,2024-06-13
Foundation,SKU-1027,24.1,Pre-Order,17,742.4,Adult,54,6,62,9,FedEx,22.87,Supplier A,India,9783,16,2133.24,Fail,0.0273,Road,Route-28,3811.25,2024-06-13
Foundation,SKU-1000,57.25,In Stock,27,3393.65,Teen,480,6,97,6,USPS,48.25,Supplier C,Mexico,348,26,793.31,Pass,0.0145,Air,Route-47,8239.59,2024-06-13
Eyeliner,SKU-1049,68.74,In Stock,28,2134.44,Senior,346,11,49,9,DHL,16.93,Supplier C,Mexico,9279,16,819.29,Fail,0.0034,Sea,Route-46,4141.46,2024-06-13
Eyeliner,SKU-1027,24.1,Out of Stock,22,602.73,Adult,183,1,31,4,USPS,5.68,Supplier C,Mexico,7323,19,4379.46,Pass,0.0481,Sea,Route-41,5204.5,2024-06-13
Eyeliner,SKU-1048,61.2,In Stock,26,2219.55,Senior,280,10,6,3,FedEx,25.04,Supplier C,USA,9112,27,1837.95,Pass,0.0309,Road,Route-49,4824.18,2024-06-13
Foundation,SKU-1042,27.26,In Stock,26,1545.56,Senior,416,6,89,10,DHL,44.2,Supplier C,USA,3957,2,3784.87,Fail,0.0087,Road,Route-20,7313.91,2024-06-13
Blush,SKU-1017,16.21,Out of Stock,18,404.65,Teen,179,4,33,10,DHL,26.48,Supplier B,India,834,21,3918.72,Pass,0.012,Air,Route-40,5248.03,2024-06-13
Blush,SKU-1037,12.42,Out of Stock,14,233.66,Senior,453,4,16,5,USPS,12.8,Supplier A,Germany,7635,27,3100.32,Pass,0.0047,Sea,Route-40,473.27,2024-06-13
Mascara,SKU-1034,11.27,In Stock,15,157.05,Adult,445,9,14,9,DHL,36.84,Supplier C,India,9779,28,2143.85,Fail,0.179,Sea,Route-6,9967.89,2024-06-13
Eyeliner,SKU-1000,57.25,Out of Stock,21,1035.58,Teen,391,6,15,3,USPS,21.98,Supplier B,China,7907,10,1422.42,Fail,0.032,Road,Route-29,9487.8,2024-06-13
Eyeliner,SKU-1010,93.49,In Stock,17,1320.84,Adult,141,9,2,1,USPS,16.68,Supplier C,USA,5346,12,4101.83,Fail,0.0125,Air,Route-47,7599.07,2024-06-13
Mascara,SKU-1043,95.24,In Stock,13,1771.25,Teen,349,2,24,9,UPS,13.82,Supplier C,China,2276,17,2980.52,Fail,0.1493,Sea,Route-23,6631.58,2024-06-13
Mascara,SKU-1044,34.13,In Stock,26,1293.45,Adult,377,4,38,7,USPS,32.31,Supplier A,Mexico,7027,17,1118.92,Pass,0.098,Road,Route-41,8630.14,2024-06-13
Eyeliner,SKU-1031,48.54,Out of Stock,21,1128.92,Senior,143,9,26,10,USPS,13.2,Supplier B,Mexico,1180,8,4706.2,Pass,0.0101,Road,Route-39,4793.44,2024-06-13
Lipstick,SKU-1029,67.32,In Stock,25,3129.74,Senior,215,1,70,1,USPS,6.33,Supplier C,USA,5373,25,2585.19,Pass,0.0423,Road,Route-40,1222.33,2024-06-13
Mascara,SKU-1017,16.21,Out of Stock,18,409.75,Adult,112,10,24,1,UPS,47.48,Supplier A,India,2771,8,1953.09,Pass,0.1166,Sea,Route-3,8626.55,2024-06-13
Mascara,SKU-1044,34.13,Out of Stock,20,834.18,Teen,233,11,41,8,FedEx,27.98,Supplier B,Germany,4386,13,4314.31,Fail,0.1509,Sea,Route-35,735.82,2024-06-13
Eyeliner,SKU-1008,53.77,Pre-Order,11,576.56,Senior,419,6,27,9,USPS,48.31,Supplier A,USA,2988,8,3879.76,Pass,0.0427,Road,Route-34,4708.67,2024-06-13
Blush,SKU-1031,48.54,Out of Stock,15,962.08,Adult,48,8,15,8,FedEx,16.96,Supplier B,USA,7045,15,4083.1,Fail,0.0013,Sea,Route-9,2987.25,2024-06-13
Blush,SKU-1034,11.27,Pre-Order,16,237.34,Adult,267,1,11,4,DHL,8.49,Supplier B,Germany,1215,28,4432.15,Pass,0.0289,Sea,Route-24,7179.04,2024-06-13
Mascara,SKU-1016,44.94,Out of Stock,28,1045.14,Teen,116,13,27,6,UPS,8.12,Supplier C,India,1803,7,2974.48,Fail,0.1423,Sea,Route-22,2265.99,2024-06-13
Blush,SKU-1044,34.13,In Stock,25,807.77,Adult,99,11,38,10,USPS,8.06,Supplier A,Germany,2672,27,3505.43,Pass,0.0078,Sea,Route-27,7262.67,2024-06-13
Blush,SKU-1047,95.61,In Stock,36,4742.12,Senior,399,10,45,2,UPS,47.66,Supplier B,Germany,3297,27,2334.77,Pass,0.0385,Air,Route-18,1298.34,2024-06-13
Blush,SKU-1044,34.13,Pre-Order,31,1538.24,Adult,291,4,24,9,DHL,7.47,Supplier A,USA,3895,6,912.66,Fail,0.0232,Air,Route-48,2429.2,2024-06-13
Lipstick,SKU-1038,95.23,Out of Stock,27,4424.56,Teen,306,10,67,2,UPS,8.16,Supplier A,Germany,8493,15,2650.17,Pass,0.0244,Air,Route-33,723.65,2024-06-13
Blush,SKU-1038,95.23,Pre-Order,27,2988.26,Teen,344,14,7,9,FedEx,42.55,Supplier A,India,231,26,1744.26,Fail,0.0251,Road,Route-5,9753.69,2024-06-13
Blush,SKU-1025,65.65,Pre-Order,28,2246.58,Senior,298,9,32,1,UPS,5.12,Supplier B,India,6844,28,1668.49,Fail,0.0283,Road,Route-24,2598.1,2024-06-13
Lipstick,SKU-1009,61.93,In Stock,26,2604.75,Adult,338,13,93,1,FedEx,38.92,Supplier A,Germany,1776,28,4861.91,Pass,0.0098,Air,Route-14,8375.91,2024-06-13
Eyeliner,SKU-1033,93.35,Pre-Order,25,3016.11,Senior,183,14,12,5,UPS,44.33,Supplier C,China,4119,30,4551.12,Pass,0.0169,Air,Route-11,7863.94,2024-06-13
Blush,SKU-1016,44.94,Pre-Order,40,2324.64,Adult,104,1,47,2,FedEx,44.36,Supplier A,India,7348,11,4063.78,Fail,0.0042,Road,Route-43,2461.37,2024-06-13
Blush,SKU-1041,41.44,Pre-Order,28,1345.03,Teen,79,9,38,3,USPS,31.51,Supplier B,Mexico,7544,25,2988.58,Fail,0.0399,Road,Route-12,2022.39,2024-06-13
